id,eng_name,malay_name,family
1098,Lagerstroemia pustulata Furtado & Montien,Perlimpong hutan (Malay),
1099,"Grewia cinnamomifolia (Burret) Stapf ex P.S.Ashton
(syn = Microcos cinnamomifolia Burret)","Perodong, Damak damak",
1100,Podocarpus imbricatus (Burm f.) Merr.,Peror mitam/siah (Kelabit),
1101,Lophopetalum glabrum Ding Hou,Perupok (Malay),
1102,Lophopetalum multinervium Ridl.,Perupok (Malay),
1103,Lophopetalum pallidum Laws.,Perupok (Malay),
1104,Lophopetalum rigidum Ridl.,Perupok (Malay),
1105,Lophopetalum subobovatum King,Perupok (Malay),
1106,Lophopetalum wightianum Arn.,Perupok (Malay),
1107,Lophopetalum beccarianum Pierre,"Perupok (Malay), Kayu kerupuk (Iban)",
1108,Lophopetalum javanum (Zoll.) Trucz.,"Perupok dual (Malay), Kayu kerupuk (Iban)",
1109,Artocarpus rigidus Blume,Peruput (Dusun),
1110,Parkia speciosa Hassk.,"Petai (Malay), Petarr tekudurr (Kelabit), Petai amat/papan (Iban)",
1111,Sterculia monosperma Vent.,Pheng phok (Chinese),
1112,"Rapanea avenis (Blume) Mez
(syn = Myrsine avenis A.DC.)",Pianggu?,
1113,Callicarpa forinosa Roxb. ex C.B.Clarke,Pigutan,
1114,Brownlowia peltata Benth.,"Pinggau-pinggau, Menayap sayap, Takalis/ Takalis Daun Besar",
1115,Xylopia malayana Hook.f. & Thomson,Pisang-pisang (Malay),
1116,Goniothalamus borneensis Mat-Salleh,Pisang-pisang (Malay) / Karai,
1117,Goniothalamus crockerensis Mat-Salleh,Pisang-pisang (Malay) / Karai,
1118,"Polyalthia dolichopoda I.M.Turner
(syn = Polyalthia tenuipes Merr.)",Pisang-pisang (Malay) / Karai,
1119,Alphonsea havilandii P.J.A. Kessler,Pisang-pisang/ Karai (Malay),
1120,Alphonsea javanica Scheffer,Pisang-pisang/ Karai (Malay),
1121,Alphonsea johorensis J.Sinclair,Pisang-pisang/ Karai (Malay),
1122,Alphonsea kinabaluensis J.Sinclair,Pisang-pisang/ Karai (Malay),
1123,Cyathocalyx sumatranus Scheff.,Pisang-pisang/ Karai (Malay),
1124,"Drepananthus carinatus Ridl.
(syn = Cyathocalyx carinatus (Ridl.) J.Sinclair)",Pisang-pisang/ Karai (Malay),
1125,"Drepananthus magnificus (Diels) Survesw. & R.M.K.Saunders
(syn = Cyathocalyx magnificus Diels)",Pisang-pisang/ Karai (Malay),
1126,Enicosanthum coriaceum (Ridl.) Airy Shaw,Pisang-pisang/ Karai (Malay),
1127,Enicosanthum erianthoides Airy Shaw,Pisang-pisang/ Karai (Malay),
1128,Enicosanthum grandifolium (Elmer) Airy Shaw,Pisang-pisang/ Karai (Malay),
1129,Enicosanthum paradoxum Becc.,Pisang-pisang/ Karai (Malay),
1130,Goniothalamus clemensii Ban,Pisang-pisang/ Karai (Malay),
1131,Goniothalamus gigantifolius Merr.,Pisang-pisang/ Karai (Malay),
1132,Goniothalamus malayanus Hook.f. & Thomson,Pisang-pisang/ Karai (Malay),
1133,Goniothalamus montanus J.Sinclair,Pisang-pisang/ Karai (Malay),
1134,Goniothalamus nitidus Merr.,Pisang-pisang/ Karai (Malay),
1135,Goniothalamus roseus Stapf,Pisang-pisang/ Karai (Malay),
1136,Goniothalamus rufus Miq.,Pisang-pisang/ Karai (Malay),
1137,Goniothalamus stenopetalus Stapf,Pisang-pisang/ Karai (Malay),
1138,Goniothalamus woodii Merr. ex Mat-Salleh,Pisang-pisang/ Karai (Malay),
1139,"Maasia glauca (Hassk.) Mols, Kessler & Rogstad
(syn = Polyalthia glauca (Miq.) F.Muell.)",Pisang-pisang/ Karai (Malay),
1140,"Maasia hypoleuca (Hook.f. & Thomson) Mols, Kessler & Rogstad
(syn = Polyalthia hypoleuca Hook.f.)",Pisang-pisang/ Karai (Malay),
1141,Meiogyne virgata (Blume) Miq.,Pisang-pisang/ Karai (Malay),
1142,Mezzettia parviflora Becc.,Pisang-pisang/ Karai (Malay),
1143,"Mezzettia parviflora Becc.
(syn = Mezzettia leptopoda (Hook.f. & Thomson) King)",Pisang-pisang/ Karai (Malay),
1144,Mezzettia umbellata Becc.,Pisang-pisang/ Karai (Malay),
1145,Mitrephora humilis Miq.,Pisang-pisang/ Karai (Malay),
1146,Mitrephora korthalsiana Miq.,Pisang-pisang/ Karai (Malay),
1147,Mitrephora obtusa Hook.f. & Thomson,Pisang-pisang/ Karai (Malay),
1148,Orophea sarawakensis P.J.A.Kessler,Pisang-pisang/ Karai (Malay),
1149,Phaeanthus crassipetalus Bell.,Pisang-pisang/ Karai (Malay),
1150,Phaeanthus splendens Miq.,Pisang-pisang/ Karai (Malay),
1151,"Polyalthia anomala Becc.
(syn = Polyalthia clavigera King)",Pisang-pisang/ Karai (Malay),
1152,Polyalthia chrysostricha Ridl.,Pisang-pisang/ Karai (Malay),
1153,Polyalthia cinnamomea Hook.f. & Thomson,Pisang-pisang/ Karai (Malay),
1154,Polyalthia congesta (Ridl.) J.Sinclair,Pisang-pisang/ Karai (Malay),
1155,Polyalthia flagellaris (Becc.) Airy Shaw,Pisang-pisang/ Karai (Malay),
1156,Polyalthia insignis (Hook.f.) Airy Shaw,Pisang-pisang/ Karai (Malay),
1157,Polyalthia lateriflora (Blume) Kurz,Pisang-pisang/ Karai (Malay),
1158,Polyalthia longipes Koord. & Valeton,Pisang-pisang/ Karai (Malay),
1159,Polyalthia obliqua Hook.f.,Pisang-pisang/ Karai (Malay),
1160,"Polyalthia rumphii (Blume ex Hensch.) Merr.
(syn = Polyalthia canangoides Boerl.)",Pisang-pisang/ Karai (Malay),
1161,Polyalthia rumphii (Blume) Merr.,Pisang-pisang/ Karai (Malay),
1162,Polyalthia sclerophylla Hook.f. & Thomson,Pisang-pisang/ Karai (Malay),
1163,Polyalthia subcordata Blume,Pisang-pisang/ Karai (Malay),
1164,Popowia odoardoi Diels,Pisang-pisang/ Karai (Malay),
1165,Pseuduvaria pamattonis (Miq.) Y.C.F.Su & R.M.Saunders,Pisang-pisang/ Karai (Malay),
1166,Sageraea elliptica (A.DC.) Hook.f. & Thomson,Pisang-pisang/ Karai (Malay),
1167,Sageraea lanceolata Miq.,Pisang-pisang/ Karai (Malay),
1168,Xylopia coriifolia Ridl.,Pisang-pisang/ Karai (Malay),
1169,Xylopia dehiscens Merr.,Pisang-pisang/ Karai (Malay),
1170,Xylopia elliptica Maingay ex Hook.f.,Pisang-pisang/ Karai (Malay),
1171,"Orophea creaghii (Ridl.) Leonardía & Kessler
(syn = Mezzettiopsis creaghii Ridl.)","Pisang-pisang/ Karai (Malay), Bosang (Dusun Banggi)",
1172,Goniothalamus macrophyllus (Blume) Hook.f. & Thomson,"Pisang-pisang/ Karai (Malay), Kayu tapu (Kelabit)",
1173,"Drepananthus havilandii (Boerl.) Survesw. & R.M.K.Saunders
(syn = Cyathocalyx havilandii Boerl.)","Pisang-pisang/ Karai (Malay), Penduk asi (Iban)",
1174,Goniothalamus uvarioides King,"Pisang-pisang/ Karai (Malay), Selukai amat/Selukai daun besar putih (Iban)",
1175,Polyalthia motleyana (Hook.f.) Airy Shaw,"Pisang-pisang/ Karai (Malay), Semukau/Semukau daun besar (Iban)",
1176,Goniothalamus velutinus Airy Shaw,"Pisang-pisang/ Karai (Malay), Ujan panas (Iban)",
1177,Horsfieldia laticostata (J.Sinclair) W.J.de Wilde,Pisau-pisau (Kedayan),
1178,Swintonia acuta Engl.,"Pitu/Pitoh air (Iban, Sarawak)",
1179,Ryparosa hirsuta J.J.Sm.,Poh poh,
1180,Cerbera manghas L.,Pong-pong,
1181,Cordia dichotoma Forster,Potudung/ Tumudung (Dusun),
1182,Artocarpus integer (Thunb.) Merr.,"Pu'utan (Kadazan), Cempadak (Malay), Pulutan (Dusun), Nakan (Kelabit)",
1183,Baccaurea edulis Merr.,Puak amat (Burak) (Iban),
1184,Baccaurea pyriformis Gage,Puak kejira (Iban),
1185,Baccaurea trigonocarpa Merr.,Puak labor (Kelabit),
1186,Artocarpus kemando Miq.,"Pudu (Dusun), Kayu pudu (Kelabit/Iban)",
1187,Alstonia spatulata Blume,Pulai basung (Malay),
1188,Alstonia angustiloba Miq.,Pulai bukit (Malay),
1189,Alstonia macrophylla Wall. ex G.Don,"Pulai daun besar (Malay), Mangalang/Sayongan (Bajau)",
1190,Alstonia scholaris (L.) R.Br.,"Pulai lilin (Malay, Brunei), Angah (Kelabit)",
1191,Alstonia pneumatophora Backer ex Den Berger,Pulai paya (in Sarawak),
1192,Pternandra cogniauxii M.P.Nayar,Pulu (Iban),
1193,Pternandra galeata (Korth.) Ridl.,Pulu lelagan (Iban),
1194,Coelostegia chartacea Soeg.Reksod.,Punggai (Malay),
1195,Coelostegia griffithii Benth.,Punggai mont (Malay),
1196,Cassine viburnifolia (Juss.) Ding Hou,Pungsu?,
1197,Engelhardia serrata Blume,Pusing-pusing (Malay),
1198,Planchonia grandis Ridl.,Putat (Malay),
1199,Barringtonia lanceolata (Ridl.) Payens,"Putat (Malay), Jempalang apoi",
1200,Barringtonia racemosa (L.) Spreng,Putat air (Malay),
1201,Barringtonia asiatica (L.) Kurz,Putat laut (Malay),
1202,Planchonia brevistipitata Kuswata,Putat paya (Malay),
1203,Planchonia valida (Bl.) Blume,"Putat paya (Malay), Selangan kangkung (Kadazan)",
1204,Bruguiera gymnorrhiza (L.) Lam.,Putut (Malay),
1205,Macadamia integrifolia Maiden & Betche,Queensland nut (English),
1206,Mangifera parvifolia Boerl. & Koord.,Raba (Malay),
1207,Commersonia bartramia (L.) Merr.,Rababar (Kelabit),
1208,Saurauia amoena** Stapf,Rabadtak buga (Kelabit),
1209,Callicarpa pentandra Roxb.,"Rabirar (Kelabit), Tambong, totopon",
1210,Ardisia lamponga Miq.,Rabiung/Rian/Rupah (Kelabit),
1211,"Samanea saman (Jacq.) Merr. 
(syn = Albizia saman )",Rain tree (English),
1212,Crypteronia griffithii C.B.Clarke,"Rambai-rambai, Ubah semut (Iban)",
1213,Baccaurea motleyana Müll.-Arg.,Rambai (Malay),
1214,Wetria insignis (Steud.) Airy Shaw,Rambai hutan (Malay),
1215,"Baccaurea polyneura Hook.f.
(syn = Baccaurea hookeri Gage)","Rambai kuning (Malay), Jelentik (Iban)",
1216,Baccaurea brevipes Hook.f.,Rambai tikus/ Rambai ayam (Malay),
1217,Nephelium daedaleum Radlk.,Rambutan (Malay),
1218,Nephelium lappaceum L.,"Rambutan (Malay), Langahau (Kadazan), Rangalau (Dusun), Meranti (Iban)",
1219,Dimocarpus dentatus Meyer ex Leenh.,Rambutan kunyit (Kedayan),
1220,Gonystylus borneensis (Tiegh.) Gilg,Ramin (Malay),
1221,Gonystylus consanguineus Airy Shaw,Ramin (Malay),
1222,Gonystylus macrophyllus (Miq.) Airy Shaw,Ramin (Malay),
1223,Gonystylus forbesii Gilg,Ramin batu (Malay),
1224,Gonystylus velutinus Airy Shaw,"Ramin batu (Malay, in Sarawak)",
1225,Gonystylus affinis Radlk.,Ramin bukit (Malay),
1226,Gonystylus micranthus Airy Shaw,"Ramin hitam (Malay, in Sarawak)",
1227,Ardisia artemata B.C.Stone,Rangai rangai,
1228,Toona sinensis M.J.Roem.,Rangau (Dusun),
1229,Xanthophyllum obscurum A.W.Bennet,Ranggir besai (Iban),
1230,Koordersiodendron pinnatum (Blanco) Merr.,Ranggu,
1231,Viburnum amplificatum Kern,Ranuk (Dusun),
1232,Viburnum clemensae Kern,Ranuk (Dusun),
1233,Viburnum hispidulum Kern,Ranuk (Dusun),
1234,Viburnum lutescens Blume,Ranuk (Dusun),
1235,Viburnum sambucinum Blume,Ranuk (Dusun),
1236,Viburnum vernicosum Gibbs,Ranuk (Dusun),
1237,Dendrocnide stimulans (L.F.) Chew,"Rapai (Iban), Tehipoi (Dusun), Rupay apui/siah (Kelabit)",
1238,Pellacalyx lobbii (Hook.f.) Schimp.,"Rasu (Iban, Sarawak)",
1239,Maclurodendron porteri (Hook.f.) T.G.Harley,"Rawang (Malay, Sarawak)",
1240,Trema angustifolia (Planch.) Blume,Rendegung (Dusun),
1241,Trema cannabina Lour.,Rendegung (Dusun),
1242,Trema orientalis (L.) Blume,Rendegung (Dusun),
1243,Muntingia calabura L.,Rendegung?,
1244,Hibiscus macrophyllus Roxb. ex Hornem.,Rendog (Dusun),
1245,Gluta aptera (King) Ding Hou,Rengas (Malay),
1246,Gluta macrocarpa (Engl.) Ding Hou,Rengas (Malay),
1247,Gluta rugulosa Ding Hou,Rengas (Malay),
1248,Gluta sabahana Ding Hou,Rengas (Malay),
1249,Gluta speciosa (Ridl.) Ding Hou,Rengas (Malay),
1250,Gluta velutina Blume,Rengas (Malay),
1251,Melanochyla angustifolia Hook.f.,Rengas (Malay),
1252,Melanochyla caesia (Blume) Ding Hou,Rengas (Malay),
1253,Melanochyla castaneifolia Ding Hou,Rengas (Malay),
1254,Melanochyla elmeri Merr.,Rengas (Malay),
1255,Melanochyla minutiflora Ding Hou,Rengas (Malay),
1256,Melanochyla montana Kochummen,Rengas (Malay),
1257,Melanochyla tomentosa Hook.f.,Rengas (Malay),
1258,Melanochyla woodiana Kochummen,Rengas (Malay),
1259,Semecarpus angulatus Kochummen,Rengas (Malay),
1260,Semecarpus angustifolius Kochummen,Rengas (Malay),
1261,Semecarpus borneensis Merr.,Rengas (Malay),
1262,Semecarpus calcicolus Kochummen,Rengas (Malay),
1263,Semecarpus cuneiformis Blanco,Rengas (Malay),
1264,Semecarpus euodiifolius Kochummen,Rengas (Malay),
1265,Semecarpus glaucus Engl.,Rengas (Malay),
1266,Semecarpus heterophyllus Blume,Rengas (Malay),
1267,Semecarpus impressicostatus Kochummen,Rengas (Malay),
1268,Semecarpus kinabaluensis Kochummen,Rengas (Malay),
1269,Semecarpus lineatus Kochummen,Rengas (Malay),
1270,Semecarpus paucinervius Merr.,Rengas (Malay),
1271,Semecarpus pulvinatus Kochummen,Rengas (Malay),
1272,Semecarpus rufovelutinus Ridl.,Rengas (Malay),
1273,Semecarpus sandakanus Kochummen,Rengas (Malay),
1274,Semecarpus trengganuensis Kochummen,Rengas (Malay),
1275,Gluta oba (Merr.) Ding Hou,"Rengas (Malay), Oba (Malay)",
1276,Semecarpus bunburyanus Gibbs,"Rengas (Malay), Petata binurr (Kelabit)",
1277,Melanochyla bullata Ding Hou,Rengas berlukup (Malay),
1278,Melanochyla fulvinervia (Blume) Ding Hou,Rengas bulu (Malay),
1279,Melanochyla auriculata Hook.f.,"Rengas lanyuh (Dayak), Rengas lisang (Malay)",
1280,Melanochyla beccariana Oliver,Rengas lupi (Malay),
1281,Gluta wallichii (Hook.f.) Ding Hou,Rengas manuk/daging (Malay),
1282,Androtium astylum Stapf,Rengas padang (Malay),
1283,Gluta beccarii (Engl.) Ding Hou,Rengas paya (Malay),
1284,"Timonius flavescens (Jacq.) Baker
(syn = Timonius peduncularis Ridl.)",Rentap rentap,
1285,Vatica rotata P.S.Ashton,Resak (Malay),
1286,Vatica mangachapoi subsp. mangachapoi Blanco,Resak bajau (Malay),
1287,Vatica venulosa subsp. venulosa Blume,Resak banka (Malay),
1288,Vatica odorata (Griff.) Symington subsp. mindanensis (Foxw.) Ashton,Resak biabas (Malay),
1289,Vatica odorata subsp. odorata (Griff.) Symington,"Resak biabas (Malay), Resak runting kesat (Malay)",
1290,Vatica dulitensis Symington,Resak bukit (Malay),
1291,Vatica micrantha Slooten,Resak bulu (Malay),
1292,Vatica chartacea P.S.Ashton,Resak bunga (Malay),
1293,Vatica sarawakensis F.Heim,"Resak daun besar (in Sarawak), Resak sarawak (Malay)",
1294,Vatica maingayi Dyer,Resak daun merah (Malay),
1295,Vatica oblongifolia Hook. f. subsp. multinervosa P.S.Ashton,Resak daun panjang (Malay),
1296,Vatica oblongifolia subsp. oblongifoliusHook. f.,Resak daun panjang (Malay),
1297,Vatica nitens King,"Resak daun panjang (Malay, in Sarawak)",
1298,Vatica coriacea P.S.Ashton,Resak daun tebal (Malay),
1299,Vatica havilandii Brandis,Resak degong (Malay),
1300,Vatica rassak (Korth.) Blume,"Resak irian, Resak damau (Malay)",
1301,Cotylelobium lanceolatum Craib,Resak kelabu (Malay),
1302,Vatica parvifolia P.S.Ashton,Resak kerangas padi (Malay).,
1303,Vatica umbonata subsp. umbonata (Hook. f.) Burck,"Resak labuan, Resak gunung (Malay)",
1304,Vatica maritima Slooten,Resak laut (Malay),
1305,Vatica albiramis Slooten,Resak putih (Malay),
1306,Vatica granulata subsp. granulata Slooten,"Resak ranting bersisik (Malay), Resak pengasuh (Malay)",
1307,Vatica vinosa P.S.Ashton,Resak tangkai ungu (Malay),
1308,Cotylelobium melanoxylon (Hook.f.) Pierre,"Resak tempurung (Malay), Resak Hitam (Malay, Brunei)",
1309,Xerospermum noronhianum (Blume) Blume,Resat (Dusun),
1310,Flacourtia rukam Zoll. & Mor.,"Rukam (Malay), Torukakang (Dusun), Petata siah (Kelabit), Rukam besai/padi (Iban)",
1311,Scolopia spinosa (Roxb.) Warb.,Rukam (Malay)/ Tomaaloe (Dusun Banggi),
1312,Flacourtia inermis Roxb.,Rukam manis (Malay),
1313,Canthium horridum Blume,Rukam?,
1314,Dendrocnide oblanceolata (Merr.) Chew vel aff.,Rupay buda (Kelabit),
1315,Gironniera subaequalis Planch.,Ruwayon/ Luazon (Dusun),
1316,Gnetum gnemon L.,Sabung arau/Sabung ai (Iban),
1317,Ormosia bancana Prain,Saga (Malay?),
1318,Adenanthera malayana Kosterm.,Saga daun tajam (Malay),
1319,Adenanthera pavonina L.,Saga daun tumpul (Malay),
1320,Pittosporum ferrugineum Aiton,"Saipang (Dusun), Ara bukit (Malay)",
1321,Glochidion littorale Blume,Saka-saka,
1322,Symplocos polyandra Blanco (Brand),Salambuno/Mundu-mundu (Dusun),
1323,Anacolosa frutescens (Blume) Blume,"Salangugapit (Dusun), Belian landak (Malay, Sarawak)",
1324,Lithocarpus hallieri (Seemen) A.Camus,Saled kup (Lundayeh?),
1325,Lithocarpus bancanus (Scheff.) Rehder,Salid buda (Kelabit),
1326,Licania splendens (Korth.) Prance,Sampaluan/ Tampaluan (Dusun),
1327,Caesalpinia sappan L.,Sapang?,
1328,"Neo-uvaria acuminatissima (Miq.) Airy Shaw
(syn = Neo-uvaria foetida (Maingay ex Hook.f. & Thomson) Airy Shaw)",Sarong-sarong (Malay),
1329,Guioa koelreuteria (Blanco) Merr.,Sasah (Bajau),
1330,Ploiarium alternifolium (Vahl) Melch.,"Sauma?, Tuyut, Senma senma?",
1331,Macaranga anceps Airy Shaw,Sedaman (Malay),
1332,Macaranga triloba Müll.-Arg.,Sedaman (Malay),
1333,Macaranga beccariana Merr.,"Sedaman jari (Malay), Purang ruman (Iban)",
1334,Macaranga hypoleuca (Rchb.f. & Zoll.) Müll.-Arg.,Sedaman puteh (Malay),
1335,Albizia retusa Benth.,Sega sega,
1336,Lepisanthes falcata (Radlk.) Leenh. subsp. borneensis (Leenh.) Leenh.,"Segera (Iban, Sarawak)",
1337,Hopea andersonii subsp. basalticola P.S.Ashton,Selangan (Malay),
1338,Shorea inappendiculata Burck,Selangan batu (Malay),
1339,Shorea micans P.S.Ashton,Selangan batu (Malay),
1340,Shorea asahii P.S.Ashton,Selangan batu asah (Malay),
1341,Shorea maxwelliana King,Selangan batu asam (Malay),
1342,Shorea foxworthyi Symington,Selangan batu bersisik (Malay),
1343,Shorea biawak P.S.Ashton,Selangan batu biawak (Malay),
1344,Shorea superba Symington,Selangan batu daun halus (Malay),
1345,Shorea isoptera P.S.Ashton,Selangan batu gelombang (Malay),
1346,Shorea atrinervosa Symington,Selangan batu hitam (Malay),
1347,Hopea semicuneata Symington,Selangan batu jantan (Malay),
1348,Shorea hypoleuca Meijer,Selangan batu kelabu (Malay),
1349,Shorea laevis Ridl.,Selangan batu kumus (Malay),
1350,Shorea scrobiculata Burck,Selangan batu kurap (Malay),
1351,Shorea falciferoides subsp. glaucescens Foxw.,Selangan batu laut (Malay),
1352,Shorea domatiosa P.S.Ashton,Selangan batu mata-mata (Malay),
1353,Shorea guiso (Blanco) Blume,Selangan batu merah (Malay),
1354,Shorea havilandii Brandis,Selangan batu pinang (Malay),
1355,Shorea obscura Meijer,Selangan batu tanduk (Malay),
1356,Shorea exelliptica Meijer,Selangan batu tembaga (Malay),
1357,Shorea seminis (de Vriese) Slooten,Selangan batu terendak (Malay),
1358,Shorea brunnescens P.S.Ashton,Selangan batu tinten (in Sarawak),
1359,Cratoxylum cochinchinense (Lour.) Blume,"Selangan biabas (Suluk), Serungan (Malay, Brunei), Geronggang bogoi, Manding (Iban)",
1360,Hopea montana Symington,Selangan bukit (Malay),
1361,Hopea wyatt-smithii Wood ex P.S.Ashton,Selangan daun bulat (Malay),
1362,Hopea dyeri F.Heim,Selangan daun halus (Malay),
1363,Hopea dryobalanoides Miq.,Selangan daun kapur (Malay),
1364,Hopea tenuinvervula P.S.Ashton,Selangan daun serong (Malay),
1365,Hopea mengarawan Miq.,Selangan hitam (Malay),
1366,Hopea rudiformis P.S.Ashton,Selangan jangkang (Malay),
1367,Hopea nervosa King,"Selangan jangkang (Malay), Luis jangkang (Iban)",
1368,Hopea pentanervia Symington,Selangan lima urat (Malay),
1369,Hopea micrantha Hook.f.,Selangan lunas (Malay),
1370,Hopea ferruginea Parijs,Selangan mata kucing (Malay),
1371,Hopea beccariana Burck,Selangan penak (Malay),
1372,Hopea aequalis P.S.Ashton,Selangan sama (Malay),
1373,Hopea cernua Teijsm. & Binn.,Selangan urat (Malay),
1374,Jackiopsis ornata (Wall.) C.E.Ridsdale,Selumar (Malay),
1375,Rennellia elliptica Korth.,Semawar/Temawar kedayan (Kelabit),
1376,Mastixia eugenioides Mathhew,"Sempetan (Kenyah, Sarawak)",
1377,Gymnostoma sumatranum (Jungh. ex de Vriese) L.A.S.Johnson,"Sempilau bukit/ Rhu bukit (Malay), Aru (Kelabit)",
1378,Gymnostoma nobile (Whitmore) L.A.S.Johnson,Sempilau laut (Malay),
1379,Dacrydium beccarii Paul,Sempilor (Malay),
1380,Dacrydium elatum Wall.,Sempilor (Malay),
1381,Dacrydium gibbsiae Stapf,Sempilor (Malay),
1382,Dacrydium pectinatum de Laub,Sempilor (Malay),
1383,Dacrydium xanthandrum Pilp,Sempilor (Malay),
1384,Ficus deltoidea Jack,Sempit sempit (Malay),
1385,Endospermum diadenum (Miq.) Airy Shaw,"Sendok-sendok mata (Malay), Entabulan (Iban)",
1386,"Sandoricum maingayi Hiern 
( syn = Sandoricum koetjape (Burm.f.) Merr.)",Sentul hutan (Malay),
1387,Drypetes microphylla (Merr.) Pax ex Hoffm.,Senumpul (Iban),
1388,Sindora affinis de Wit,Sepetir (Malay),
1389,Sindora coriacea (Backer) Prain,Sepetir (Malay),
1390,Sindora echinocalyx (Benth.) Prain,Sepetir (Malay),
1391,Sindora irpicina de Wit,Sepetir (Malay),
1392,"Sindora velutina Bakerm
 (  syn = Galedupa velutina Prain )",Sepetir (Malay),
1393,Sindora wallichii Benth.,Sepetir (Malay),
1394,"Pseudosindora palustris Symington 
(syn = Copaifera palustris (Symington) de Wit)",Sepetir paya (Malay),
1395,Sindora leiocarpa Backer ex de Wit,Sepetir paya (Malay),
1396,Sindora beccariana Backer ex de Wit,Sepetir/ Sindur (Malay),
1397,Melicope accedens (Blume) T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1398,Melicope bonwickii (F. Muell) T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1399,Melicope clemensiae T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1400,Melicope confusa (Merr.) Liu,"Serang (Malay), Pau-pau (Dusun)",
1401,Melicope denhamii (Seemen) T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1402,Melicope hookeri T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1403,Melicope jugosa T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1404,Melicope latifolia (DC.) T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1405,Melicope sororia T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1406,Melicope subunifoliolata (Stapf) T.G.Hartley,"Serang (Malay), Pau-pau (Dusun)",
1407,Melicope triphylla (Lam.) Merr.,"Serang (Malay), Pau-pau (Dusun)",
1408,Melicope incana T.G.Hartley,"Serang (Malay), Pau-pau (Dusun), Pungar (Kelabit)",
1409,Shorea dasyphylla Foxw.,Seraya batu (Malay),
1410,Shorea rubra P.S.Ashton,Seraya bingkai (Malay),
1411,Shorea rugosa F.Heim,Seraya buaya hantu (Malay),
1412,Shorea curtisii subsp. curtisii Dyer ex Brandis,Seraya bukit (Malay),
1413,Shorea platyclados Slooten ex Foxw.,Seraya bukit (Malay),
1414,Shorea teysmanniana Dyer ex Brandis,Seraya bunga (Malay),
1415,Shorea flaviflora Wood ex P.S.Ashton,Seraya daun besar (Malay),
1416,Shorea fallax Meijer,Seraya daun kasar (Malay),
1417,Shorea argentifolia Symington,Seraya daun mas (Malay),
1418,Shorea andulensis P.S.Ashton,Seraya daun merah (Malay),
1419,Shorea revoluta P.S.Ashton,Seraya daun tajam (Malay),
1420,Shorea retusa Meijer,Seraya daun tumpul (Malay),
1421,Shorea monticola P.S.Ashton,Seraya gunung (Malay),
1422,Shorea waltoni Wood ex Meijer,Seraya kelabu (Malay),
1423,Shorea ovalis (Korth.) Blume,Seraya kepong (Malay),
1424,Shorea slootenii Wood ex P.S.Ashton,"Seraya kepong kasar (Malay), Kawang raung (Dusun)",
1425,Shorea venulosa Wood ex Meijer,Seraya kerangas (Malay),
1426,Shorea almon Foxw.,Seraya kerukup (Malay),
1427,Shorea faguetioides P.S.Ashton,Seraya kuning (Malay),
1428,Shorea xanthophylla Symington,Seraya kuning barun (Malay),
1429,Shorea angustifolia P.S.Ashton,Seraya kuning bukit (Malay),
1430,Shorea gibbosa Brandis,Seraya kuning gajah (Malay),
1431,Shorea hopeifolia (F.Heim) Symington,Seraya kuning jantan (Malay),
1432,Shorea laxa Slooten,Seraya kuning keladi (Malay),
1433,Shorea peltata Symington,Seraya kuning keladi (Malay),
1434,Shorea kudatensis Wood ex Meijer,Seraya kuning kudat (Malay),
1435,Shorea patoiensis P.S.Ashton,"Seraya kuning pinang (Malay), Lun hitam padi (in Sarawak).",
1436,Shorea polyandra P.S.Ashton,Seraya kuning quoin (Malay),
1437,Shorea acuminatissima Symington,Seraya kuning runcing (Malay),
1438,Shorea faguetiana F.Heim,Seraya kuning siput (Malay),
1439,Shorea beccariana Burck.,Seraya langgai (Malay),
1440,Shorea scabrida Symington,Seraya lop (Malay),
1441,Shorea parvistipulata F.Heim,"Seraya lupa (Malay), Kawang daun merah (Malay)",
1442,Shorea johorensis Foxw.,Seraya majau (Malay),
1443,Shorea macroptera Dyer,Seraya melantai (Malay),
1444,Shorea ferruginea Dyer ex Brandis,Seraya melantai kecil (Malay),
1445,Shorea scaberrima Burck,Seraya mempelas (Malay),
1446,Shorea platycarpa F.Heim,Seraya paya (Malay),
1447,Shorea parvifolia Dyer,Seraya punai (Malay),
1448,Shorea ovata Dyer ex Brandis,Seraya punai bukit (Malay),
1449,Shorea rubella P.S.Ashton,"Seraya rubella (Malay), Meranti laut putih (in Sarawak).",
1450,Shorea kunstleri King,Seraya sirap (Malay),
1451,Shorea quadrinervis Slooten,Seraya sudu (Malay),
1452,Shorea coriacea Burck,Seraya tangkai panjang (Malay),
1453,Shorea leprosula Miq.,Seraya tembaga (Malay),
1454,Shorea smithiana Symington,Seraya timbau (Malay),
1455,Shorea myrionerva Wood ex P.S.Ashton,Seraya urat banyak (Malay),
1456,Dracontomelon dao (Blanco) Merr. & Rolfe,"Serensob/Dahu (Dusun), Singkuang (Malay)",
